"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"15003628219","","","15003577748","7274972","2010-05-29 22:58:07 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","RT @bingopajamas: Fresh, hand-rolled cigars. Beautiful weather. Was a wonderful wedding.  Now time for the first after party."
"14934914092","","","","","2010-05-28 22:04:48 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Heading to philly for @falcore000's wedding! (@ Penn Station) http://4sq.com/8ZKrHd"
"14879748292","","","","","2010-05-28 03:21:20 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Kid sisters 21st birthday!! (@ Fat Black Pussycat Lounge) http://4sq.com/8Lk6hy"
"14850287013","","","","","2010-05-27 17:59:48 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","Top 10 Strategies for Next-Gen Ecommerce http://bit.ly/boZtnN #aiaio"
"14588416121","","","","","2010-05-24 00:23:04 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","That show is still on? RT @jaywhycee I think I'm the only person who's not excited about the Lost finale tonight. #sacrelige"
"14523480849","","","","","2010-05-22 23:59:32 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Thanks @brainslink @jaywhycee @awienick @FirstAidKit @ryan_hurley  @timmaio @amyasparkle @jacksonps4 @brandice @Falcore000 @Robson_N!"
"14507011914","14505154862","20069639","","","2010-05-22 17:41:46 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@Robson_N thanks. Bojemian"
"14441243722","","","","","2010-05-21 17:12:13 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @kevinrose: wow, http://google.com, click 'insert coin'"
"14432423547","","","","","2010-05-21 14:47:44 +0000","web","got engaged to @bingopajamas last night!!! http://broder.us/"
"14363060895","","","","","2010-05-20 14:02:40 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","Ghostbusters storm the new york public library!! #improveeverywhere http://huff.to/dAj28F"
"14327740803","","","","","2010-05-20 00:48:33 +0000","<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","The white lights take the stage at h&m http://twitpic.com/1p9dgf"
"14324008296","","","","","2010-05-19 23:38:54 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Aids fundraiser at h&m (@ H&M 42nd Street w/ 7 others) http://4sq.com/8BOKFE"
"14297595850","","","","","2010-05-19 14:15:31 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mmmm django 1.2 http://docs.djangoproject.com/en/dev/releases/1.2/"
"14069341810","","","","","2010-05-16 01:28:45 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Random bachelor party (@ The Standard Biergarten w/ 14 others) http://4sq.com/bhupWu"
"14065237059","","5768872","","","2010-05-15 23:54:22 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@garyvee just saw you in a cab in nyc http://twitpic.com/1o535l"
"13986691617","","14530593","","","2010-05-14 17:06:02 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@plater  http://sites.google.com"
"13863966728","","","","","2010-05-12 18:01:29 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","Just signed up to get my Square Credit card reader  http://bit.ly/aVQNnS"
"13633040148","13632945144","13675252","","","2010-05-08 22:54:38 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","@Mrblondeau I know. Steve is a bum"
"13632904831","","","","","2010-05-08 22:51:15 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Iron man 2 in IMAX (@ AMC Loews Lincoln Square 13 w/  @mrblondeau) http://4sq.com/3nJ8aV"
"13579478352","","","","","2010-05-08 00:49:51 +0000","<a href=""http://twitpic.com/"" rel=""nofollow"">TwitPic</a>","Playing the Halo #reach beta = awesome! http://twitpic.com/1lwhtv"
"13506053785","","","","","2010-05-06 20:18:56 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","I'm in Men's Fitness Magazine! http://bit.ly/dcoTup"
"13489048335","","","","","2010-05-06 14:03:27 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","Google Chrome Speed Tests: vs a potato, soundwaves, and lightning http://bit.ly/9WJjqY"
"13456422918","13454134406","14424198","","","2010-05-06 00:21:17 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","@jaywhycee I'm still there!"
"13379213389","","","","","2010-05-04 19:04:34 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","(310): So they discontinued the hummer... Now people will have to go door to door to let others know they're assholes"
"13305957846","","","","","2010-05-03 13:42:45 +0000","<a href=""http://bit.ly"" rel=""nofollow"">bit.ly</a>","just registered for Tough Mudder! http://bit.ly/buc0D1"
"13196086457","","","","","2010-05-01 16:14:57 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Free comic book day! (@ Jim Hanley's Universe) http://4sq.com/7oktPD"
