"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"164481151287836672","","","","","2012-01-31 22:52:17 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","#django Meetup time (@ Yipit HQ) http://t.co/ooif7Zkl","http://4sq.com/x319wo"
"164467849409216515","164463810411896833","208574531","","","2012-01-31 21:59:25 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@zippgun blog whore"
"164467003405512704","","","","","2012-01-31 21:56:03 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Mark Wahlberg Saves the World Gallery : theCHIVE http://t.co/CYV37XeR via @Po_st","http://po.st/CHJpKg"
"164394328255496192","","18918415","","","2012-01-31 17:07:16 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@koush FYI the pay with window for clockworkmod touch takes about 20-30 seconds to open on my cdma galaxy nexus (purchased!)"
"164339847455195136","164306342700531712","31024755","","","2012-01-31 13:30:47 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@Wondraa thanks!"
"164078348253921281","164033884009398272","1692901","","","2012-01-30 20:11:41 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@The_PHP_Jedi python ftw!"
"164044889011658752","","","","","2012-01-30 17:58:44 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","oh HELL YES. Brian K. Vaughan back in comics http://t.co/UYR3x2Oc","http://shar.es/ft1gz"
"163459866814464000","163420758322839552","116540629","","","2012-01-29 03:14:03 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@clockworkmod ever consider using bittorrent for distribution? http://t.co/P2uHzws9","http://codeascraft.etsy.com/2012/01/23/solr-bittorrent-index-replication/"
"163457752495165440","","","","","2012-01-29 03:05:39 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Very intrigued by Alcatraz. It's 4400 meets alias. Not that's a bad thing"
"163351935401988096","","","","","2012-01-28 20:05:10 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Books! http://t.co/gBoft3ei","http://yfrog.com/nx40hrij"
"163301382668042240","163300966970560512","208574531","","","2012-01-28 16:44:18 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@zippgun be afraid. be very afraid"
"163093446154911744","163085710507773952","16278142","","","2012-01-28 02:58:02 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@BrainsLink @Creative_Fan sweet!"
"163013641984155648","163009956210155520","16278142","","","2012-01-27 21:40:55 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@BrainsLink ahh gotcha"
"163008966534774784","163004790903812097","16278142","","","2012-01-27 21:22:20 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@BrainsLink you'll have to pry my eclipse from my cold dead fingers! :-p"
"163008463704829952","","","","","2012-01-27 21:20:20 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Binary Tetris in JS RT @rmurphey: un. real. https://t.co/c5vkZ4ic","https://gist.github.com/1672254"
"163006076374093824","162993728347316224","1692901","","","2012-01-27 21:10:51 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@The_PHP_Jedi thanks for the broadcast"
"162933861112745984","162933674751430656","208574531","","","2012-01-27 16:23:54 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@zippgun regex is evil"
"162901175618899968","162678038423797761","289452021","","","2012-01-27 14:14:01 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@SandeepDahiya1 have you thought about using this instead? http://t.co/deYuv16j","http://wordpress.org/extend/plugins/all-in-one-seo-pack/"
"162901142169321473","162678038423797761","289452021","","","2012-01-27 14:13:53 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@SandeepDahiya1 looks like its not just your setup http://t.co/SHTJ56yX http://t.co/nSVCykMX http://t.co/fKnyVDyl http://t.co/XuD3y6zK","http://bit.ly/yLtwgy","http://bit.ly/zmEAox","http://bit.ly/xiplL6","http://bit.ly/yjJyCL"
"162854999808937984","162744145151148033","7261092","","","2012-01-27 11:10:32 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@jessnyc9 Hawaii honeymoon?"
"162676890824478720","162676767499366401","289452021","","","2012-01-26 23:22:47 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@SandeepDahiya1 whats up?"
"162630810632069120","162565630099341312","17870251","","","2012-01-26 20:19:41 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@johnbender @zippgun it was a decent general intro. @wlvrn just found this http://t.co/j7E8Xpzc","http://www.kendoui.com/"
"162623127224987648","162620331461324800","589903","","","2012-01-26 19:49:09 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@brandice fried ftw"
"162622641679761410","","","","","2012-01-26 19:47:13 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @zippgun Watching a jQuery Mobile presentation with @broderboy. Join in, if you're inclined: http://t.co/J908ajd8 #jQuery","http://www.webvanta.com/webinar/675330-building-great-mobile-sites-quickly-with"
